105, 0.0 0.0 0.5 0.591958180693 0.394474898844 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
106, 0.0 0.0 0.5 0.592044526403 0.394676537572 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
107, 0.0 0.0 0.5 0.592130872112 0.394878176301 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
108, 0.0 0.0 0.5 0.592217217822 0.395079815029 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
109, 0.0 0.0 0.5 0.592303563531 0.395281453757 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
110, 0.0 0.0 0.5 0.592389909241 0.395483092486 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
111, 0.0 0.0 0.5 0.59247625495 0.395684731214 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
112, 0.0 0.0 0.5 0.59256260066 0.395886369942 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
113, 0.0 0.0 0.5 0.59264894637 0.396088008671 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
114, 0.0 0.0 0.5 0.592735292079 0.396289647399 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
115, 0.0 0.0 0.5 0.592821637789 0.396491286127 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
116, 0.0 0.0 0.5 0.592907983498 0.396692924855 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
117, 0.0 0.0 0.5 0.592994329208 0.396894563584 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
118, 0.0 0.0 0.5 0.593080674917 0.397096202312 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
119, 0.0 0.0 0.5 0.593167020627 0.39729784104 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
120, 0.0 0.0 0.5 0.593253366337 0.397499479769 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
121, 0.0 0.0 0.5 0.593339712046 0.397701118497 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
122, 0.0 0.0 0.5 0.593426057756 0.397902757225 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
123, 0.0 0.0 0.5 0.593512403465 0.398104395954 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
124, 0.0 0.0 0.5 0.593598749175 0.398306034682 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
125, 0.0 0.0 0.5 0.593685094884 0.39850767341 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
126, 0.0 0.0 0.5 0.593771440594 0.398709312139 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
127, 0.0 0.0 0.5 0.593857786304 0.398910950867 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
128, 0.0 0.0 0.5 0.593944132013 0.399112589595 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
129, 0.0 0.0 0.5 0.594030477723 0.399314228324 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
130, 0.0 0.0 0.5 0.594116823432 0.399515867052 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
131, 0.0 0.0 0.5 0.594203169142 0.39971750578 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
132, 0.0 0.0 0.5 0.594289514851 0.399919144509 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
133, 0.0 0.0 0.5 0.594375860561 0.400120783237 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
134, 0.0 0.0 0.5 0.594462206271 0.400322421965 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
135, 0.0 0.0 0.5 0.59454855198 0.400524060694 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
136, 0.0 0.0 0.5 0.59463489769 0.400725699422 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
137, 0.0 0.0 0.5 0.594721243399 0.40092733815 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
138, 0.0 0.0 0.5 0.594807589109 0.401128976879 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
139, 0.0 0.0 0.5 0.594893934818 0.401330615607 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
140, 0.0 0.0 0.5 0.594980280528 0.401532254335 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
141, 0.0 0.0 0.5 0.595066626238 0.401733893064 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
142, 0.0 0.0 0.5 0.595152971947 0.401935531792 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
143, 0.0 0.0 0.5 0.595239317657 0.40213717052 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
144, 0.0 0.0 0.5 0.595325663366 0.402338809249 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
145, 0.0 0.0 0.5 0.595412009076 0.402540447977 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
146, 0.0 0.0 0.5 0.595498354785 0.402742086705 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
147, 0.0 0.0 0.5 0.595584700495 0.402943725434 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
148, 0.0 0.0 0.5 0.595671046205 0.403145364162 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
149, 0.0 0.0 0.5 0.595757391914 0.40334700289 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
150, 0.0 0.0 0.5 0.595843737624 0.403548641618 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
151, 0.0 0.0 0.5 0.595930083333 0.403750280347 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
152, 0.0 0.0 0.5 0.596016429043 0.403951919075 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
153, 0.0 0.0 0.5 0.596102774752 0.404153557803 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
154, 0.0 0.0 0.5 0.596189120462 0.404355196532 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
155, 0.0 0.0 0.5 0.596275466172 0.40455683526 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
156, 0.0 0.0 0.5 0.596361811881 0.404758473988 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
157, 0.0 0.0 0.5 0.596448157591 0.404960112717 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
158, 0.0 0.0 0.5 0.5965345033 0.405161751445 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
159, 0.0 0.0 0.5 0.59662084901 0.405363390173 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
160, 0.0 0.0 0.5 0.596707194719 0.405565028902 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
161, 0.0 0.0 0.5 0.596793540429 0.40576666763 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
162, 0.0 0.0 0.5 0.596879886139 0.405968306358 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
163, 0.0 0.0 0.5 0.596966231848 0.406169945087 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
164, 0.0 0.0 0.5 0.597052577558 0.406371583815 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
165, 0.0 0.0 0.5 0.597138923267 0.406573222543 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
166, 0.0 0.0 0.5 0.597225268977 0.406774861272 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
167, 0.0 0.0 0.5 0.597311614686 0.4069765 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
168, 0.0 0.0 0.5 0.597397960396 0.407178138728 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
169, 0.0 0.0 0.5 0.597484306106 0.407379777457 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
170, 0.0 0.0 0.5 0.597570651815 0.407581416185 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
171, 0.0 0.0 0.5 0.597656997525 0.407783054913 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
172, 0.0 0.0 0.5 0.597743343234 0.407984693642 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
173, 0.0 0.0 0.5 0.597829688944 0.40818633237 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
174, 0.0 0.0 0.5 0.597916034653 0.408387971098 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
175, 0.0 0.0 0.5 0.598002380363 0.408589609827 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
176, 0.0 0.0 0.5 0.598088726073 0.408791248555 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
177, 0.0 0.0 0.5 0.598175071782 0.408992887283 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
178, 0.0 0.0 0.5 0.598261417492 0.409194526012 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
179, 0.0 0.0 0.5 0.598347763201 0.40939616474 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
180, 0.0 0.0 0.5 0.598434108911 0.409597803468 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
181, 0.0 0.0 0.5 0.59852045462 0.409799442197 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
182, 0.0 0.0 0.5 0.59860680033 0.410001080925 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
183, 0.0 0.0 0.5 0.59869314604 0.410202719653 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
184, 0.0 0.0 0.5 0.598779491749 0.410404358382 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
185, 0.0 0.0 0.5 0.598865837459 0.41060599711 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
186, 0.0 0.0 0.5 0.598952183168 0.410807635838 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
187, 0.0 0.0 0.5 0.599038528878 0.411009274566 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
188, 0.0 0.0 0.5 0.599124874587 0.411210913295 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
189, 0.0 0.0 0.5 0.599211220297 0.411412552023 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
190, 0.0 0.0 0.5 0.599297566007 0.411614190751 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
191, 0.0 0.0 0.5 0.599383911716 0.41181582948 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
192, 0.0 0.0 0.5 0.599470257426 0.412017468208 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
193, 0.0 0.0 0.5 0.599556603135 0.412219106936 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
194, 0.0 0.0 0.5 0.599642948845 0.412420745665 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
195, 0.0 0.0 0.5 0.599729294554 0.412622384393 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
196, 0.0 0.0 0.5 0.599815640264 0.412824023121 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
197, 0.0 0.0 0.5 0.599901985974 0.41302566185 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
198, 0.0 0.0 0.5 0.599988331683 0.413227300578 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
199, 0.00478795588235 0.0 0.500155454545 0.600074677393 0.413428939306 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
200, 0.00957591176471 0.0 0.500310909091 0.600161023102 0.413630578035 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
201, 0.0143638676471 0.0 0.500466363636 0.600247368812 0.413832216763 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
202, 0.0191518235294 0.0 0.500621818182 0.600333714521 0.414033855491 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
203, 0.0239397794118 0.0 0.500777272727 0.600420060231 0.41423549422 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
204, 0.0287277352941 0.0 0.500932727273 0.600506405941 0.414437132948 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
205, 0.0335156911765 0.0 0.501088181818 0.60059275165 0.414638771676 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
206, 0.0383036470588 0.0 0.501243636364 0.60067909736 0.414840410405 0.0 0.0 0.302326 0.0 0.5 1.0 0.0 0.0 1.0;
