0, 0.5 0.500031729032 0.00994259211276 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
1, 0.5 0.500063458065 0.00995252477221 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
2, 0.5 0.500095187097 0.00996245743166 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
3, 0.5 0.500126916129 0.00997239009112 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
4, 0.5 0.500158645161 0.00998232275057 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
5, 0.5 0.500190374194 0.00999225541002 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
6, 0.5 0.500222103226 0.0100021880695 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
7, 0.5 0.500253832258 0.0100121207289 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
8, 0.5 0.50028556129 0.0100220533884 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
9, 0.5 0.500317290323 0.0100319860478 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
10, 0.5 0.500349019355 0.0100419187073 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
11, 0.5 0.500380748387 0.0100518513667 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
12, 0.5 0.500412477419 0.0100617840262 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
13, 0.5 0.500444206452 0.0100717166856 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
14, 0.5 0.500475935484 0.0100816493451 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
15, 0.5 0.500507664516 0.0100915820046 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
16, 0.5 0.500539393548 0.010101514664 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
17, 0.5 0.500571122581 0.0101114473235 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
18, 0.5 0.500602851613 0.0101213799829 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
19, 0.5 0.500634580645 0.0101313126424 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
20, 0.5 0.500666309677 0.0101412453018 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
21, 0.5 0.50069803871 0.0101511779613 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
22, 0.5 0.500729767742 0.0101611106207 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
23, 0.5 0.500761496774 0.0101710432802 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
24, 0.5 0.500793225806 0.0101809759396 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
25, 0.5 0.500824954839 0.0101909085991 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
26, 0.5 0.500856683871 0.0102008412585 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
27, 0.5 0.500888412903 0.010210773918 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
28, 0.5 0.500920141935 0.0102207065774 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
29, 0.5 0.500951870968 0.0102306392369 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
30, 0.5 0.5009836 0.0102405718964 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
31, 0.5 0.501015329032 0.0102505045558 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
32, 0.5 0.501047058065 0.0102604372153 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
33, 0.5 0.501078787097 0.0102703698747 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
34, 0.5 0.501110516129 0.0102803025342 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
35, 0.5 0.501142245161 0.0102902351936 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
36, 0.5 0.501173974194 0.0103001678531 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
37, 0.5 0.501205703226 0.0103101005125 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
38, 0.5 0.501237432258 0.010320033172 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
39, 0.5 0.50126916129 0.0103299658314 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
40, 0.5 0.501300890323 0.0103398984909 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
41, 0.5 0.501332619355 0.0103498311503 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
42, 0.5 0.501364348387 0.0103597638098 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
43, 0.5 0.501396077419 0.0103696964692 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
44, 0.5 0.501427806452 0.0103796291287 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
45, 0.5 0.501459535484 0.0103895617882 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
46, 0.5 0.501491264516 0.0103994944476 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
47, 0.5 0.501522993548 0.0104094271071 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
48, 0.5 0.501554722581 0.0104193597665 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
49, 0.5 0.501586451613 0.010429292426 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
50, 0.5 0.501618180645 0.0104392250854 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
51, 0.5 0.501649909677 0.0104491577449 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
52, 0.5 0.50168163871 0.0104590904043 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
53, 0.5 0.501713367742 0.0104690230638 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
54, 0.5 0.501745096774 0.0104789557232 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
55, 0.5 0.501776825806 0.0104888883827 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
56, 0.5 0.501808554839 0.0104988210421 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
57, 0.5 0.501840283871 0.0105087537016 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
58, 0.5 0.501872012903 0.010518686361 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
59, 0.5 0.501903741935 0.0105286190205 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
60, 0.5 0.501935470968 0.01053855168 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
61, 0.5 0.5019672 0.0105484843394 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
62, 0.5 0.501998929032 0.0105584169989 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
63, 0.5 0.502030658065 0.0105683496583 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
64, 0.5 0.502062387097 0.0105782823178 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
65, 0.5 0.502094116129 0.0105882149772 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
66, 0.5 0.502125845161 0.0105981476367 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
67, 0.5 0.502157574194 0.0106080802961 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
68, 0.5 0.502189303226 0.0106180129556 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
69, 0.5 0.502221032258 0.010627945615 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
70, 0.5 0.50225276129 0.0106378782745 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
71, 0.5 0.502284490323 0.0106478109339 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
72, 0.5 0.502316219355 0.0106577435934 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
73, 0.5 0.502347948387 0.0106676762528 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
74, 0.5 0.502379677419 0.0106776089123 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
75, 0.5 0.502411406452 0.0106875415718 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
76, 0.5 0.502443135484 0.0106974742312 0.5 1.0 0.0 0.0 0.0 0.0 0.5 1.0 0.0 0.0 1.0;
